Order ID,Region,Country
142738425,Asia,Sri Lanka
102302300,Middle East and North Africa,Iran
937215602,Europe,Slovenia
352214658,Asia,Indonesia
622348296,Middle East and North Africa,Bahrain
942977845,Asia,Taiwan
579777133,North America,Mexico
218732488,Australia and Oceania,Papua New Guinea
616142737,Europe,Croatia
348619210,Europe,Italy
763085734,Europe,Latvia
126778638,Europe,Moldova 
377246749,Australia and Oceania,Papua New Guinea
372351396,Europe,Kosovo
840266406,Europe,Poland
329478108,Sub-Saharan Africa,Mozambique
158785331,North America,Canada
367299401,Europe,Vatican City
164444148,Asia,Thailand
179955899,Central America and the Caribbean,Antigua and Barbuda 
213883483,Europe,Macedonia
586588227,Middle East and North Africa,Libya
788743960,Sub-Saharan Africa,Mozambique
831337010,Asia,Indonesia
795666205,Asia,Cambodia
383342874,Sub-Saharan Africa,Nigeria
266290843,Australia and Oceania,Marshall Islands
736746442,Sub-Saharan Africa,Benin
357258498,Sub-Saharan Africa,Gabon
910688340,Sub-Saharan Africa,Mozambique
650209796,Sub-Saharan Africa,Swaziland
149309194,Sub-Saharan Africa,Seychelles 
951785361,Asia,China
621749627,Central America and the Caribbean,Costa Rica
393625819,Asia,Mongolia
222150266,Asia,Cambodia
132371795,Middle East and North Africa,Saudi Arabia
669651734,Europe,Slovakia
649663913,Sub-Saharan Africa,Zimbabwe
308394658,North America,Mexico
852142798,Sub-Saharan Africa,Madagascar
407519662,Australia and Oceania,Solomon Islands
771449077,Sub-Saharan Africa,Malawi
661167371,Sub-Saharan Africa,Sao Tome and Principe
664223372,Asia,Sri Lanka
988478410,Europe,Norway
112106311,Asia,Vietnam
633593404,Europe,Estonia
721738517,Central America and the Caribbean,Cuba
865652978,Europe,Bulgaria
724760615,Europe,France
478797757,Europe,Macedonia
377813231,Central America and the Caribbean,Jamaica
292168366,Australia and Oceania,Palau
162536990,Sub-Saharan Africa,Mozambique
449905431,Europe,Slovenia
785572516,Central America and the Caribbean,Panama
421149575,Sub-Saharan Africa,Mauritania
478560435,Australia and Oceania,Samoa 
800041425,Australia and Oceania,Papua New Guinea
398141372,Asia,India
605721604,Europe,Albania
125955951,Middle East and North Africa,Morocco
882330739,Middle East and North Africa,Turkey
368644797,Middle East and North Africa,Libya
199009454,Sub-Saharan Africa,Equatorial Guinea
257848536,Australia and Oceania,Kiribati
949898374,Sub-Saharan Africa,The Gambia
950207793,Central America and the Caribbean,Costa Rica
354138123,Central America and the Caribbean,Jamaica
227363193,Central America and the Caribbean,Antigua and Barbuda 
355869328,Sub-Saharan Africa,Sudan
595955359,North America,Mexico
424232614,Europe,Estonia
287624919,Europe,Russia
253368604,Asia,Indonesia
459012496,Europe,Ukraine
662417924,Europe,Andorra
691758716,Asia,Philippines
895521199,Central America and the Caribbean,Honduras
792504203,Sub-Saharan Africa,Tanzania
421819055,Sub-Saharan Africa,Seychelles 
792889583,Sub-Saharan Africa,Niger
735452115,Asia,Kazakhstan
949555480,Asia,Nepal
855561006,Europe,Serbia
844142520,Asia,Nepal
926286351,Sub-Saharan Africa,Republic of the Congo
283291327,Europe,Ukraine
416768777,Central America and the Caribbean,Antigua and Barbuda 
198642528,Europe,Armenia
821148908,Asia,Japan
846836745,Central America and the Caribbean,Barbados
258567368,Europe,Serbia
909514605,Sub-Saharan Africa,Madagascar
673164784,Europe,Malta
193316733,Central America and the Caribbean,Saint Vincent and the Grenadines
634081780,Sub-Saharan Africa,Botswana
529883754,Asia,South Korea
735458981,Europe,Albania
375856292,Middle East and North Africa,Iraq
896437013,Europe,Vatican City
212874972,Europe,Poland
361156499,Australia and Oceania,Tuvalu
747580420,Central America and the Caribbean,Antigua and Barbuda 
398758065,Europe,Portugal
211613261,Europe,Lithuania
703382337,Australia and Oceania,Tonga
661614120,Middle East and North Africa,Israel
294169938,Sub-Saharan Africa,South Africa
779223620,Europe,Croatia
215261495,Sub-Saharan Africa,Benin
371082389,Europe,San Marino
835797631,Middle East and North Africa,Iran
368831050,Central America and the Caribbean,Dominican Republic
949918973,Europe,Montenegro
129110229,Sub-Saharan Africa,Niger
476766145,Sub-Saharan Africa,Ghana
133560550,Central America and the Caribbean,Nicaragua
460479772,Sub-Saharan Africa,Chad
188822638,Sub-Saharan Africa,Angola
370200479,Asia,Kyrgyzstan
326537120,Sub-Saharan Africa,Sao Tome and Principe
800068891,Sub-Saharan Africa,South Sudan
803344619,Europe,Hungary
769225633,Europe,Poland
300885760,Central America and the Caribbean,Saint Vincent and the Grenadines
421811330,Europe,Georgia
425801169,Europe,Greece
126966607,Europe,Hungary
309731471,Europe,Montenegro
478832089,North America,United States of America
209317290,Asia,North Korea
496548402,Middle East and North Africa,Kuwait
606199252,Central America and the Caribbean,Jamaica
324256169,Sub-Saharan Africa,Seychelles 
407017982,Sub-Saharan Africa,Niger
331096017,Europe,France
543414103,Central America and the Caribbean,Guatemala
211208570,Sub-Saharan Africa,Chad
372028243,Asia,Tajikistan
783734452,Middle East and North Africa,Saudi Arabia
374501025,Sub-Saharan Africa,Malawi
392814290,Europe,Serbia
357473075,Europe,Cyprus
307588708,Middle East and North Africa,Turkey
352585017,Central America and the Caribbean,Guatemala
222198331,Central America and the Caribbean,El Salvador
616477477,Sub-Saharan Africa,Niger
955783784,Sub-Saharan Africa,Mauritius 
730791079,Europe,Monaco
852485692,Europe,Portugal
502166450,Asia,Malaysia
281444680,Europe,Denmark
862244212,Sub-Saharan Africa,Burundi
736801373,Europe,San Marino
267664992,Europe,Montenegro
337696397,Middle East and North Africa,Lebanon
100069415,Sub-Saharan Africa,Guinea
128270375,Asia,North Korea
166098105,Europe,Finland
477663934,Sub-Saharan Africa,Namibia
497391688,Asia,Myanmar
180017697,Central America and the Caribbean,Dominican Republic
450590789,Middle East and North Africa,Israel
954472291,Central America and the Caribbean,Nicaragua
507336032,Asia,South Korea
245168340,Europe,Spain
474268043,Europe,Ireland
221246469,Asia,Bangladesh
383027446,Asia,Maldives
576847302,Middle East and North Africa,Jordan
490254867,Europe,Czech Republic
331111466,Europe,Germany
377590930,Central America and the Caribbean,Antigua and Barbuda 
528179585,Asia,Kyrgyzstan
751676261,Europe,Monaco
637192285,Asia,Philippines
744151484,Sub-Saharan Africa,Swaziland
352290189,Europe,United Kingdom
611657226,Asia,Singapore
492613923,Central America and the Caribbean,Panama
835834109,Europe,Spain
302304112,Australia and Oceania,Solomon Islands
323322761,Sub-Saharan Africa,Gabon
150501382,Europe,Hungary
905763804,Sub-Saharan Africa,Lesotho
631346356,Sub-Saharan Africa,Rwanda
139797866,Sub-Saharan Africa,Guinea-Bissau
763979661,Sub-Saharan Africa,Comoros
307065570,Middle East and North Africa,Algeria
692541921,Europe,Ukraine
314207541,Central America and the Caribbean,Dominica
786173760,Asia,Kyrgyzstan
192864406,Asia,Bhutan
739015805,Europe,Latvia
199676787,Central America and the Caribbean,Dominican Republic
470208680,Sub-Saharan Africa,Namibia
816285312,Sub-Saharan Africa,The Gambia
123893010,Sub-Saharan Africa,Uganda
949330604,Middle East and North Africa,Jordan
969209420,Europe,Malta
630453288,Sub-Saharan Africa,Mali
900298535,Europe,Montenegro
116293990,Sub-Saharan Africa,Liberia
736300981,Middle East and North Africa,Tunisia 
788493335,Central America and the Caribbean,Belize
621357381,Europe,Lithuania
653691947,Sub-Saharan Africa,Mali
924608361,Sub-Saharan Africa,Comoros
643530452,Europe,Montenegro
440194547,Middle East and North Africa,Morocco
114649474,Central America and the Caribbean,Saint Kitts and Nevis 
887256562,Middle East and North Africa,Oman
448689639,Sub-Saharan Africa,Niger
609935033,Middle East and North Africa,Yemen
552291572,Sub-Saharan Africa,Cape Verde
877370584,Middle East and North Africa,Egypt
457095897,Middle East and North Africa,Afghanistan
483703839,Australia and Oceania,Samoa 
419743239,Europe,Iceland
248075425,Australia and Oceania,Solomon Islands
921874225,Sub-Saharan Africa,Malawi
314625966,Sub-Saharan Africa,Eritrea
870129477,Asia,Nepal
152496087,Asia,South Korea
296149623,Middle East and North Africa,Jordan
355826413,Australia and Oceania,Papua New Guinea
356575286,Middle East and North Africa,Turkey
843757569,Sub-Saharan Africa,Madagascar
633047091,Sub-Saharan Africa,Democratic Republic of the Congo
860430181,Asia,Malaysia
932205665,Middle East and North Africa,Yemen
774984872,Central America and the Caribbean,Guatemala
385691630,Sub-Saharan Africa,Mali
281562268,Europe,Norway
150145614,Europe,Vatican City
199302995,Sub-Saharan Africa,Uganda
707208240,Sub-Saharan Africa,Sao Tome and Principe
672347676,Europe,Ukraine
963520133,Europe,Norway
269836938,Asia,Myanmar
950721919,Middle East and North Africa,Turkey
485911405,Sub-Saharan Africa,Botswana
925454223,Europe,Montenegro
339711701,Central America and the Caribbean,Barbados
469357669,Europe,Moldova 
875378453,Europe,Cyprus
289072883,Sub-Saharan Africa,Uganda
662052285,Sub-Saharan Africa,Equatorial Guinea
416240489,Sub-Saharan Africa,Kenya
293873822,Sub-Saharan Africa,South Africa
207501113,Middle East and North Africa,Syria
589983689,Asia,Cambodia
144495379,Sub-Saharan Africa,Republic of the Congo
794522511,Sub-Saharan Africa,Djibouti
933863914,Sub-Saharan Africa,South Africa
376630914,Sub-Saharan Africa,Mauritania
807247340,Central America and the Caribbean,Saint Kitts and Nevis 
830449521,Europe,Bulgaria
921286284,Middle East and North Africa,Jordan
275118958,Europe,Vatican City
857621371,Australia and Oceania,Nauru
654779851,Asia,Bhutan
422893226,Central America and the Caribbean,Guatemala
538572824,Central America and the Caribbean,The Bahamas
548742473,Asia,Malaysia
520638501,Middle East and North Africa,Saudi Arabia
591809737,Europe,Vatican City
520117509,Europe,Czech Republic
133735644,Europe,Latvia
681150472,Europe,Kosovo
781160819,Europe,Germany
472878015,Middle East and North Africa,Qatar
765725886,Europe,Estonia
489440762,Sub-Saharan Africa,Tanzania
344071471,Europe,Sweden
649979341,Sub-Saharan Africa,Burkina Faso
897838199,Europe,Belarus
198634374,Asia,Uzbekistan
433666694,Europe,Iceland
404546487,Asia,Malaysia
783197581,Sub-Saharan Africa,Burkina Faso
961856305,North America,Greenland
403071486,Europe,Iceland
889704453,Sub-Saharan Africa,Mozambique
674929034,Sub-Saharan Africa,Tanzania
332231557,Europe,Slovenia
505410850,Sub-Saharan Africa,Zambia
558578240,Europe,Estonia
826157557,Europe,Georgia
362885129,Europe,Luxembourg
993809783,Europe,Kosovo
564292848,Asia,China
590008151,Europe,Norway
406942021,Sub-Saharan Africa,Comoros
321393287,Middle East and North Africa,Morocco
259973275,Europe,Andorra
219605815,Central America and the Caribbean,Grenada
717527234,Sub-Saharan Africa,Kenya
541286361,Sub-Saharan Africa,Liberia
798744523,Europe,Ukraine
868075549,Middle East and North Africa,Morocco
647765767,Asia,Indonesia
106614005,North America,Canada
633731591,Asia,Uzbekistan
988542354,Sub-Saharan Africa,Burundi
450782620,Sub-Saharan Africa,South Sudan
170501220,Sub-Saharan Africa,Nigeria
918059480,Central America and the Caribbean,The Bahamas
834131228,Europe,Malta
379702794,Sub-Saharan Africa,Democratic Republic of the Congo
986073005,Asia,Taiwan
104853188,Middle East and North Africa,Iran
657967174,Sub-Saharan Africa,Nigeria
687651288,Australia and Oceania,Palau
106454360,Sub-Saharan Africa,Guinea-Bissau
247237718,Europe,Latvia
713175189,Europe,Finland
727753102,Asia,Cambodia
484770286,Middle East and North Africa,Oman
698338067,Central America and the Caribbean,Nicaragua
352880275,Europe,Denmark
753133237,Europe,Armenia
574145781,Sub-Saharan Africa,Sao Tome and Principe
811279237,Europe,Armenia
730207431,Middle East and North Africa,Morocco
116916692,Middle East and North Africa,Iran
627705848,Asia,Myanmar
839186227,Sub-Saharan Africa,The Gambia
298281657,Europe,Latvia
872228467,Asia,Myanmar
898575484,Europe,Cyprus
135184037,Europe,Romania
210227954,Europe,Austria
572193562,Europe,Montenegro
739879691,Australia and Oceania,Papua New Guinea
752397668,Sub-Saharan Africa,Mauritania
719171321,Europe,Belarus
369936978,Central America and the Caribbean,Panama
404743468,Europe,Monaco
243952119,Middle East and North Africa,Lebanon
278236758,Sub-Saharan Africa,Mauritius 
518583714,Asia,Laos
146291816,Asia,Tajikistan
662972390,Asia,Japan
940549266,Europe,Albania
371258771,Middle East and North Africa,Azerbaijan
217649734,Europe,Montenegro
462583482,Sub-Saharan Africa,Djibouti
259233844,Asia,North Korea
181087148,Europe,Bosnia and Herzegovina
871942222,Sub-Saharan Africa,Liberia
795910394,Sub-Saharan Africa,Cameroon
287415492,Central America and the Caribbean,Costa Rica
201193845,Australia and Oceania,Australia
562294280,Central America and the Caribbean,Dominica
116078126,Europe,Bulgaria
378219211,Middle East and North Africa,Somalia
684703862,Europe,Lithuania
441830909,Middle East and North Africa,Pakistan
476211678,Asia,Bhutan
784769999,Europe,Poland
984742200,Middle East and North Africa,Egypt
763677108,Asia,Tajikistan
329436051,Middle East and North Africa,Israel
860192859,Central America and the Caribbean,Panama
454433858,Central America and the Caribbean,Haiti
880957877,Sub-Saharan Africa,Burkina Faso
828876245,Middle East and North Africa,Tunisia 
857612788,Middle East and North Africa,Egypt
246903836,Middle East and North Africa,Algeria
146798217,Europe,Belgium
427657258,Central America and the Caribbean,Haiti
130154788,Europe,San Marino
615277135,Middle East and North Africa,Israel
614323127,Europe,Kosovo
278904092,Sub-Saharan Africa,Benin
730943858,Australia and Oceania,Palau
912678754,Asia,Tajikistan
736657607,Europe,Hungary
635741746,Sub-Saharan Africa,Niger
213104999,Asia,India
492233693,Europe,Greece
766926658,Central America and the Caribbean,Nicaragua
851295220,Europe,Switzerland
629763209,Asia,Mongolia
507066953,Europe,Cyprus
958255279,Central America and the Caribbean,Cuba
278689515,Asia,Singapore
434043490,North America,Greenland
310303533,Europe,Liechtenstein
663768470,Central America and the Caribbean,Nicaragua
971049630,Asia,China
779070842,Sub-Saharan Africa,Lesotho
155068433,Asia,Brunei
136591231,Middle East and North Africa,Iraq
481500566,Sub-Saharan Africa,Botswana
117970263,Middle East and North Africa,Syria
294486653,Central America and the Caribbean,Antigua and Barbuda 
529848563,Central America and the Caribbean,Saint Lucia
863167321,Europe,Poland
503866755,Europe,Croatia
981683194,Europe,Monaco
296665465,Europe,Malta
569174897,Sub-Saharan Africa,Lesotho
389885318,Europe,Lithuania
669783055,Asia,Kyrgyzstan
590166938,Australia and Oceania,Fiji
752648293,Asia,Laos
929150950,Australia and Oceania,Australia
511911237,Sub-Saharan Africa,Rwanda
763477981,Central America and the Caribbean,Barbados
766712510,Sub-Saharan Africa,Central African Republic
574788653,Europe,Albania
761192739,Middle East and North Africa,Israel
169723594,Sub-Saharan Africa,Djibouti
864492547,Asia,Philippines
479923427,Sub-Saharan Africa,Seychelles 
770752561,Europe,Slovakia
862028777,Sub-Saharan Africa,Nigeria
399113404,Sub-Saharan Africa,Angola
897680270,Asia,Nepal
793715703,Middle East and North Africa,Bahrain
393518531,Europe,Belgium
523700082,Sub-Saharan Africa,Malawi
281184184,Europe,Ireland
183207166,Central America and the Caribbean,Honduras
817317855,Europe,Switzerland
591377580,Australia and Oceania,Australia
683560168,Asia,Tajikistan
992351949,Middle East and North Africa,Turkey
586551749,Sub-Saharan Africa,Sudan
855270898,Europe,Moldova 
557933223,Sub-Saharan Africa,Democratic Republic of the Congo
774275052,Europe,Serbia
854345214,Sub-Saharan Africa,Mauritius 
668505036,Sub-Saharan Africa,Cote d'Ivoire
157428348,Central America and the Caribbean,El Salvador
682101476,Sub-Saharan Africa,Comoros
973823249,Sub-Saharan Africa,Djibouti
284204995,Middle East and North Africa,Qatar
635170543,Middle East and North Africa,Afghanistan
968956220,Europe,Estonia
298110854,Asia,China
855495774,Europe,Denmark
444284808,Sub-Saharan Africa,Kenya
987964284,Sub-Saharan Africa,Guinea
880333030,Asia,Philippines
835502374,Europe,Norway
737896144,Sub-Saharan Africa,Uganda
992250669,Europe,Malta
273614776,Europe,Hungary
477349793,Australia and Oceania,Tonga
869129550,Australia and Oceania,Australia
334940373,Sub-Saharan Africa,Cape Verde
531081092,Middle East and North Africa,Saudi Arabia
934163033,Europe,France
191110026,Middle East and North Africa,Saudi Arabia
169158399,Australia and Oceania,Tuvalu
105856978,Asia,Singapore
659067094,Australia and Oceania,Kiribati
756962573,Middle East and North Africa,United Arab Emirates
748029744,Sub-Saharan Africa,Cote d'Ivoire
151067435,Europe,Italy
805186975,Middle East and North Africa,Bahrain
119812190,Europe,Latvia
524679410,Europe,Belgium
919837462,Europe,San Marino
725647675,Europe,Monaco
332783877,Asia,South Korea
652232396,Asia,Tajikistan
865292060,Sub-Saharan Africa,Malawi
673574197,Middle East and North Africa,Algeria
749002635,Central America and the Caribbean,Saint Kitts and Nevis 
483813703,Central America and the Caribbean,Dominican Republic
240556228,Sub-Saharan Africa,Ethiopia
902091538,Sub-Saharan Africa,Djibouti
721593463,Central America and the Caribbean,Antigua and Barbuda 
272548329,Asia,Thailand
198754966,Sub-Saharan Africa,Djibouti
764324700,Central America and the Caribbean,Belize
503681361,Middle East and North Africa,Libya
271561276,Asia,Tajikistan
993013274,Middle East and North Africa,Azerbaijan
513398683,Asia,Maldives
348391330,Asia,Bhutan
733977544,Australia and Oceania,Tonga
176456153,Europe,Monaco
402438485,Central America and the Caribbean,Trinidad and Tobago
508848369,Europe,Germany
112922132,Asia,Turkmenistan
702208602,Australia and Oceania,Palau
684569108,Sub-Saharan Africa,Democratic Republic of the Congo
338177478,Sub-Saharan Africa,Benin
461520040,Australia and Oceania,Palau
123395621,Middle East and North Africa,Afghanistan
712915551,Sub-Saharan Africa,Benin
989503657,Europe,Estonia
232896268,Sub-Saharan Africa,Sudan
493142211,Europe,Lithuania
740602815,Sub-Saharan Africa,Zambia
915951907,Sub-Saharan Africa,Kenya
580175817,Europe,Belgium
264573371,Asia,Turkmenistan
120755898,Sub-Saharan Africa,Sao Tome and Principe
370647227,Europe,Latvia
856483685,Central America and the Caribbean,Haiti
590814101,Sub-Saharan Africa,Eritrea
906499803,Sub-Saharan Africa,Tanzania
506714618,Central America and the Caribbean,El Salvador
414944875,Middle East and North Africa,Somalia
824989402,Central America and the Caribbean,Panama
650959527,Europe,Poland
677279078,Sub-Saharan Africa,Kenya
408684384,Central America and the Caribbean,Dominica
320224273,Middle East and North Africa,Oman
507260072,Australia and Oceania,Fiji
235465610,Europe,Greece
190827214,Asia,Kazakhstan
229643714,Sub-Saharan Africa,Togo
728526437,Sub-Saharan Africa,Djibouti
334399211,Sub-Saharan Africa,Ethiopia
914498364,Asia,Japan
806372725,Asia,Myanmar
667883622,Middle East and North Africa,Yemen
327204883,Europe,Estonia
132822835,Australia and Oceania,Palau
503536307,Middle East and North Africa,Israel
578456628,Australia and Oceania,Fiji
467007625,North America,Mexico
798925626,Middle East and North Africa,Qatar
474259459,Central America and the Caribbean,El Salvador
713370454,Middle East and North Africa,Afghanistan
106932437,Sub-Saharan Africa,Guinea
465931737,Middle East and North Africa,Somalia
971667182,Sub-Saharan Africa,Djibouti
425750100,Europe,Bulgaria
400104320,Europe,Macedonia
286966168,Europe,Liechtenstein
448884475,Australia and Oceania,Vanuatu
868720567,Sub-Saharan Africa,Mozambique
699648272,Sub-Saharan Africa,Togo
515153920,Asia,Thailand
959036338,Sub-Saharan Africa,Madagascar
495406854,Asia,Singapore
358689296,Central America and the Caribbean,Jamaica
503619992,Sub-Saharan Africa,Mauritania
955247771,North America,Mexico
458933961,Central America and the Caribbean,Antigua and Barbuda 
530352389,Australia and Oceania,Tonga
505489385,Sub-Saharan Africa,South Africa
690643775,Central America and the Caribbean,Panama
112426888,Central America and the Caribbean,Costa Rica
567762553,Europe,Liechtenstein
773887097,Sub-Saharan Africa,Comoros
418349349,Europe,San Marino
609010636,Central America and the Caribbean,Cuba
724044787,Europe,Andorra
661938130,Sub-Saharan Africa,Djibouti
391489493,Europe,Serbia
401810204,Australia and Oceania,Papua New Guinea
352324092,Asia,Brunei
422767484,Europe,Finland
863189208,Asia,North Korea
643950593,Middle East and North Africa,Afghanistan
605725467,Asia,China
309500157,Australia and Oceania,Federated States of Micronesia
286573493,Central America and the Caribbean,El Salvador
688556802,North America,Canada
837373912,Sub-Saharan Africa,Chad
575261151,Australia and Oceania,New Zealand
714767348,Europe,United Kingdom
788753831,Europe,United Kingdom
400394427,Europe,Russia
573175466,Sub-Saharan Africa,Guinea-Bissau
600895774,Middle East and North Africa,Qatar
297666680,Europe,United Kingdom
447912013,Sub-Saharan Africa,Cote d'Ivoire
556368100,Sub-Saharan Africa,Mali
198083770,Asia,Turkmenistan
368420350,Australia and Oceania,Kiribati
333051669,Sub-Saharan Africa,South Africa
777964055,Europe,Portugal
659456336,Central America and the Caribbean,Nicaragua
354139840,Middle East and North Africa,Iraq
308938395,Europe,Czech Republic
591088330,Middle East and North Africa,Afghanistan
438138473,Asia,Turkmenistan
507950150,Central America and the Caribbean,Trinidad and Tobago
628697192,Europe,Serbia
248865926,Middle East and North Africa,United Arab Emirates
687255179,Asia,Kazakhstan
182976281,Sub-Saharan Africa,Ghana
645453059,Sub-Saharan Africa,Gabon
904421842,Middle East and North Africa,Oman
759931457,Sub-Saharan Africa,Guinea-Bissau
532343232,Australia and Oceania,Australia
612330996,North America,Mexico
110881078,Europe,Malta
909292304,Sub-Saharan Africa,Cote d'Ivoire
909176003,Europe,United Kingdom
782456004,Middle East and North Africa,Turkey
821368634,Europe,Andorra
488462722,Europe,Bulgaria
666599595,Australia and Oceania,Solomon Islands
508953082,Europe,Bulgaria
589009511,Middle East and North Africa,Jordan
650567710,Australia and Oceania,East Timor
957739007,Sub-Saharan Africa,Chad
944947230,Asia,Nepal
566928708,Central America and the Caribbean,Belize
748732268,Australia and Oceania,Tonga
235719239,Asia,Nepal
543563449,Asia,India
108251225,Sub-Saharan Africa,Mauritius 
136081397,Sub-Saharan Africa,Tanzania
553665292,Central America and the Caribbean,Antigua and Barbuda 
457926738,Europe,Switzerland
366102063,Europe,France
865740096,Asia,South Korea
364702165,Europe,Spain
941162097,Australia and Oceania,Federated States of Micronesia
693606221,Central America and the Caribbean,The Bahamas
490833365,Sub-Saharan Africa,South Sudan
821954858,Europe,Denmark
446394526,Sub-Saharan Africa,Gabon
443888700,Sub-Saharan Africa,Seychelles 
164486205,Sub-Saharan Africa,Ghana
378548371,Europe,Poland
126749026,Europe,Czech Republic
770074498,Sub-Saharan Africa,Angola
139823615,Asia,Thailand
187607705,Europe,Andorra
235350596,Asia,Maldives
125288617,Europe,Greece
669970595,Europe,Greece
502257859,Middle East and North Africa,Libya
125324237,Europe,Lithuania
562656056,Europe,Hungary
208052146,Sub-Saharan Africa,Swaziland
675623834,Central America and the Caribbean,Saint Vincent and the Grenadines
949794948,Sub-Saharan Africa,Djibouti
535301816,Asia,Nepal
807193267,Asia,Singapore
960830628,Asia,Brunei
261887729,Europe,Netherlands
296350896,Australia and Oceania,Marshall Islands
920518958,Europe,Malta
711003243,Sub-Saharan Africa,Cape Verde
114727580,Australia and Oceania,Palau
998928296,Europe,Croatia
801154220,Middle East and North Africa,Somalia
179266679,Asia,Sri Lanka
761439502,Sub-Saharan Africa,Burundi
196159017,Central America and the Caribbean,Jamaica
702224051,Australia and Oceania,Papua New Guinea
518745934,Sub-Saharan Africa,Angola
655148494,Asia,China
841168057,Europe,Albania
876853454,Asia,Cambodia
182566010,Sub-Saharan Africa,The Gambia
948979556,Europe,Ireland
487080419,Sub-Saharan Africa,Benin
678167426,Sub-Saharan Africa,Lesotho
323851907,Sub-Saharan Africa,Malawi
996057689,Middle East and North Africa,Bahrain
287021100,Middle East and North Africa,Morocco
359290969,Sub-Saharan Africa,Burundi
295728623,Middle East and North Africa,Lebanon
149507892,Sub-Saharan Africa,Guinea-Bissau
494115102,Europe,Croatia
173349082,Asia,Taiwan
351321160,Europe,Greece
462455165,Central America and the Caribbean,Nicaragua
461487424,Europe,Italy
373466765,Europe,Slovenia
743754518,Sub-Saharan Africa,Cape Verde
388024508,Asia,Turkmenistan
442263066,Sub-Saharan Africa,Namibia
312769019,Middle East and North Africa,Oman
826153695,Central America and the Caribbean,El Salvador
179340922,Sub-Saharan Africa,Burkina Faso
689567029,Asia,North Korea
244380843,Sub-Saharan Africa,Cape Verde
851643693,Europe,Serbia
989529407,Sub-Saharan Africa,Cameroon
556524312,Europe,Norway
421427237,Europe,Denmark
173349511,Sub-Saharan Africa,The Gambia
371714961,Central America and the Caribbean,The Bahamas
296259915,Europe,Netherlands
197033202,North America,Greenland
844396150,Sub-Saharan Africa,Mozambique
379022586,Sub-Saharan Africa,Cape Verde
161898839,Europe,Monaco
724323737,Sub-Saharan Africa,Republic of the Congo
417908608,Asia,Myanmar
364577281,Europe,Switzerland
406566083,Sub-Saharan Africa,Namibia
456423842,Europe,Albania
947011888,Australia and Oceania,New Zealand
581504046,Europe,Luxembourg
383386647,Asia,India
546458518,Central America and the Caribbean,Haiti
884830987,Sub-Saharan Africa,Nigeria
382927882,Sub-Saharan Africa,Madagascar
345485532,Europe,Netherlands
347552764,Asia,Vietnam
484490907,Asia,Vietnam
921973788,Asia,Maldives
545987737,Europe,Serbia
112831580,Europe,Andorra
899116647,Middle East and North Africa,Yemen
651766765,Sub-Saharan Africa,Angola
338018262,North America,United States of America
995419967,Europe,Luxembourg
581833207,Central America and the Caribbean,Jamaica
725431811,Australia and Oceania,Nauru
874702107,Asia,Kazakhstan
548442924,Australia and Oceania,New Zealand
685765588,Central America and the Caribbean,Honduras
496093928,Europe,Georgia
609164273,Europe,Italy
825025451,Europe,Cyprus
564038789,Central America and the Caribbean,Trinidad and Tobago
216878116,Europe,Andorra
694529759,Australia and Oceania,Samoa 
278292548,Sub-Saharan Africa,Uganda
469777810,Asia,Vietnam
140909373,Asia,Thailand
483923566,Middle East and North Africa,Morocco
961369216,Asia,Tajikistan
656107652,Europe,Serbia
521312701,Europe,Bulgaria
230470693,Europe,Switzerland
427380454,Europe,Hungary
476153314,Asia,Myanmar
711213099,Middle East and North Africa,Qatar
187296140,Middle East and North Africa,Yemen
729451262,Asia,Kyrgyzstan
183039796,Europe,Germany
963735568,Europe,Belarus
607524907,Sub-Saharan Africa,Uganda
320706641,Central America and the Caribbean,Grenada
929892098,Sub-Saharan Africa,Chad
632005107,Sub-Saharan Africa,Zambia
844281995,Sub-Saharan Africa,Mauritania
354271590,Europe,Latvia
269835221,North America,Canada
869146716,Europe,Serbia
250692403,Europe,Lithuania
183271110,Sub-Saharan Africa,Sao Tome and Principe
255994164,Middle East and North Africa,Syria
128285396,Europe,Macedonia
879881131,Asia,Nepal
960830199,Europe,Hungary
241493928,Middle East and North Africa,Tunisia 
462546145,Asia,Thailand
284973180,Europe,Albania
240073859,Europe,Greece
479459512,Australia and Oceania,New Zealand
325053966,Asia,Bhutan
519093549,Europe,Germany
974127089,Middle East and North Africa,Somalia
323015916,Sub-Saharan Africa,Guinea
868933856,Europe,Russia
935367238,Sub-Saharan Africa,Gabon
716114890,Europe,Latvia
925288140,Asia,Nepal
547310817,Australia and Oceania,East Timor
886919248,Sub-Saharan Africa,Senegal
619162261,Middle East and North Africa,Syria
739401185,Europe,Estonia
513309848,Sub-Saharan Africa,Guinea-Bissau
626874577,Asia,Myanmar
936394202,Middle East and North Africa,Jordan
918480050,Sub-Saharan Africa,Uganda
120055949,Europe,Malta
408358228,Sub-Saharan Africa,Rwanda
120935714,Central America and the Caribbean,Saint Lucia
815649735,Middle East and North Africa,Lebanon
520674121,Europe,Armenia
484495198,North America,Canada
225911796,Asia,Bhutan
684035241,Central America and the Caribbean,Saint Kitts and Nevis 
168289363,Sub-Saharan Africa,Gabon
208410489,Central America and the Caribbean,Barbados
604447448,Sub-Saharan Africa,Cameroon
776761567,Central America and the Caribbean,Honduras
216026675,Middle East and North Africa,Somalia
733229100,Europe,Finland
609667670,Asia,Myanmar
446953713,North America,Mexico
